thres, tn, fp, fn, tp, acc, pre, Recall, spec, F1score, mcc, auc
0.002000000013393635, 81, 153, 2, 388, 0.7516025641025641, 0.7171903881700554, 0.9948717948717949, 0.34615384615384615, 0.8335123523093448, 0.48617160194441883, 0.932199211045365
0.004000000013393635, 90, 144, 2, 388, 0.7660256410256411, 0.7293233082706767, 0.9948717948717949, 0.38461538461538464, 0.841648590021692, 0.518188309301453, 0.932199211045365
0.006000000013393635, 92, 142, 2, 388, 0.7692307692307693, 0.7320754716981132, 0.9948717948717949, 0.39316239316239315, 0.8434782608695652, 0.5251802211490868, 0.932199211045365
0.008000000013393635, 95, 139, 2, 388, 0.7740384615384616, 0.7362428842504743, 0.9948717948717949, 0.405982905982906, 0.8462377317339149, 0.5355944134736458, 0.932199211045365
0.010000000013393635, 97, 137, 2, 388, 0.7772435897435898, 0.7390476190476191, 0.9948717948717949, 0.41452991452991456, 0.848087431693989, 0.5424911215524947, 0.932199211045365
0.012000000013393635, 99, 135, 2, 388, 0.780448717948718, 0.7418738049713193, 0.9948717948717949, 0.4230769230769231, 0.8499452354874042, 0.5493532501322732, 0.932199211045365
0.014000000013393635, 101, 133, 2, 388, 0.7836538461538461, 0.744721689059501, 0.9948717948717949, 0.43162393162393164, 0.8518111964873765, 0.5561826565033862, 0.932199211045365
0.016000000013393634, 102, 132, 2, 388, 0.7852564102564102, 0.7461538461538462, 0.9948717948717949, 0.4358974358974359, 0.8527472527472527, 0.5595856455222527, 0.932199211045365
0.018000000013393636, 104, 130, 2, 388, 0.7884615384615384, 0.749034749034749, 0.9948717948717949, 0.4444444444444444, 0.8546255506607929, 0.5663692641869374, 0.932199211045365
0.020000000013393637, 104, 130, 2, 388, 0.7884615384615384, 0.749034749034749, 0.9948717948717949, 0.4444444444444444, 0.8546255506607929, 0.5663692641869374, 0.932199211045365
0.02200000001339364, 106, 128, 2, 388, 0.7916666666666666, 0.751937984496124, 0.9948717948717949, 0.452991452991453, 0.8565121412803532, 0.573124440308437, 0.932199211045365
0.02400000001339364, 106, 128, 2, 388, 0.7916666666666666, 0.751937984496124, 0.9948717948717949, 0.452991452991453, 0.8565121412803532, 0.573124440308437, 0.932199211045365
0.026000000013393643, 107, 127, 2, 388, 0.7932692307692307, 0.7533980582524272, 0.9948717948717949, 0.45726495726495725, 0.8574585635359117, 0.5764918593780994, 0.932199211045365
0.028000000013393644, 107, 127, 2, 388, 0.7932692307692307, 0.7533980582524272, 0.9948717948717949, 0.45726495726495725, 0.8574585635359117, 0.5764918593780994, 0.932199211045365
0.030000000013393646, 107, 127, 2, 388, 0.7932692307692307, 0.7533980582524272, 0.9948717948717949, 0.45726495726495725, 0.8574585635359117, 0.5764918593780994, 0.932199211045365
0.03200000001339365, 107, 127, 2, 388, 0.7932692307692307, 0.7533980582524272, 0.9948717948717949, 0.45726495726495725, 0.8574585635359117, 0.5764918593780994, 0.932199211045365
0.03400000001339365, 108, 126, 2, 388, 0.7948717948717948, 0.754863813229572, 0.9948717948717949, 0.46153846153846156, 0.8584070796460177, 0.5798527556652331, 0.932199211045365
0.03600000001339365, 108, 126, 2, 388, 0.7948717948717948, 0.754863813229572, 0.9948717948717949, 0.46153846153846156, 0.8584070796460177, 0.5798527556652331, 0.932199211045365
0.03800000001339365, 108, 126, 2, 388, 0.7948717948717948, 0.754863813229572, 0.9948717948717949, 0.46153846153846156, 0.8584070796460177, 0.5798527556652331, 0.932199211045365
0.040000000013393655, 108, 126, 2, 388, 0.7948717948717948, 0.754863813229572, 0.9948717948717949, 0.46153846153846156, 0.8584070796460177, 0.5798527556652331, 0.932199211045365
0.04200000001339366, 108, 126, 2, 388, 0.7948717948717948, 0.754863813229572, 0.9948717948717949, 0.46153846153846156, 0.8584070796460177, 0.5798527556652331, 0.932199211045365
0.04400000001339366, 108, 126, 2, 388, 0.7948717948717948, 0.754863813229572, 0.9948717948717949, 0.46153846153846156, 0.8584070796460177, 0.5798527556652331, 0.932199211045365
0.04600000001339366, 109, 125, 2, 388, 0.7964743589743589, 0.7563352826510721, 0.9948717948717949, 0.4658119658119658, 0.8593576965669989, 0.5832073165255239, 0.932199211045365
0.04800000001339366, 109, 125, 2, 388, 0.7964743589743589, 0.7563352826510721, 0.9948717948717949, 0.4658119658119658, 0.8593576965669989, 0.5832073165255239, 0.932199211045365
0.050000000013393664, 109, 125, 2, 388, 0.7964743589743589, 0.7563352826510721, 0.9948717948717949, 0.4658119658119658, 0.8593576965669989, 0.5832073165255239, 0.932199211045365
0.052000000013393666, 110, 124, 2, 388, 0.7980769230769231, 0.7578125, 0.9948717948717949, 0.4700854700854701, 0.8603104212860311, 0.5865557254410011, 0.932199211045365
0.05400000001339367, 110, 124, 2, 388, 0.7980769230769231, 0.7578125, 0.9948717948717949, 0.4700854700854701, 0.8603104212860311, 0.5865557254410011, 0.932199211045365
0.05600000001339367, 111, 123, 2, 388, 0.7996794871794872, 0.7592954990215264, 0.9948717948717949, 0.47435897435897434, 0.8612652608213096, 0.5898981621537868, 0.932199211045365
0.05800000001339367, 111, 123, 2, 388, 0.7996794871794872, 0.7592954990215264, 0.9948717948717949, 0.47435897435897434, 0.8612652608213096, 0.5898981621537868, 0.932199211045365
0.06000000001339367, 113, 121, 2, 388, 0.8028846153846154, 0.762278978388998, 0.9948717948717949, 0.4829059829059829, 0.8631813125695217, 0.5965658200043384, 0.932199211045365
