num_Interation, epoch, Time_train, Train_Peak_RAM, Time_predict, Peak_Time_prediction, thres, tn, fp, fn, tp, acc, pre, Recall, spec, F1score, mcc, auc
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.06967697632312775, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.07167697632312775, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.07367697632312775, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.07567697632312775, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.07767697632312776, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.07967697632312776, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.08167697632312776, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.08367697632312776, 1, 47, 0, 33, 0.41975308641975306, 0.4125, 1.0, 0.020833333333333332, 0.584070796460177, 0.09270248108869579, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.08567697632312776, 2, 46, 0, 33, 0.43209876543209874, 0.4177215189873418, 1.0, 0.041666666666666664, 0.5892857142857143, 0.1319282505422521, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.08767697632312776, 2, 46, 0, 33, 0.43209876543209874, 0.4177215189873418, 1.0, 0.041666666666666664, 0.5892857142857143, 0.1319282505422521, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.08967697632312777, 3, 45, 0, 33, 0.4444444444444444, 0.4230769230769231, 1.0, 0.0625, 0.5945945945945946, 0.16261090889699772, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.09167697632312777, 3, 45, 0, 33, 0.4444444444444444, 0.4230769230769231, 1.0, 0.0625, 0.5945945945945946, 0.16261090889699772, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.09367697632312777, 3, 45, 0, 33, 0.4444444444444444, 0.4230769230769231, 1.0, 0.0625, 0.5945945945945946, 0.16261090889699772, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.09567697632312777, 3, 45, 0, 33, 0.4444444444444444, 0.4230769230769231, 1.0, 0.0625, 0.5945945945945946, 0.16261090889699772, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.09767697632312777, 3, 45, 0, 33, 0.4444444444444444, 0.4230769230769231, 1.0, 0.0625, 0.5945945945945946, 0.16261090889699772, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.09967697632312778, 3, 45, 0, 33, 0.4444444444444444, 0.4230769230769231, 1.0, 0.0625, 0.5945945945945946, 0.16261090889699772, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.10167697632312778, 3, 45, 0, 33, 0.4444444444444444, 0.4230769230769231, 1.0, 0.0625, 0.5945945945945946, 0.16261090889699772, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.10367697632312778, 4, 44, 0, 33, 0.4567901234567901, 0.42857142857142855, 1.0, 0.08333333333333333, 0.6, 0.18898223650461363, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.10567697632312778, 4, 44, 0, 33, 0.4567901234567901, 0.42857142857142855, 1.0, 0.08333333333333333, 0.6, 0.18898223650461363, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.10767697632312778, 4, 44, 0, 33, 0.4567901234567901, 0.42857142857142855, 1.0, 0.08333333333333333, 0.6, 0.18898223650461363, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.10967697632312778, 4, 44, 0, 33, 0.4567901234567901, 0.42857142857142855, 1.0, 0.08333333333333333, 0.6, 0.18898223650461363, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.11167697632312779, 5, 43, 0, 33, 0.4691358024691358, 0.4342105263157895, 1.0, 0.10416666666666667, 0.6055045871559633, 0.2126740773058502, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.11367697632312779, 6, 42, 0, 33, 0.48148148148148145, 0.44, 1.0, 0.125, 0.6111111111111112, 0.23452078799117146, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.11567697632312779, 6, 42, 0, 33, 0.48148148148148145, 0.44, 1.0, 0.125, 0.6111111111111112, 0.23452078799117146, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.11767697632312779, 6, 42, 0, 33, 0.48148148148148145, 0.44, 1.0, 0.125, 0.6111111111111112, 0.23452078799117146, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.11967697632312779, 6, 42, 0, 33, 0.48148148148148145, 0.44, 1.0, 0.125, 0.6111111111111112, 0.23452078799117146, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1216769763231278, 8, 40, 0, 33, 0.5061728395061729, 0.4520547945205479, 1.0, 0.16666666666666666, 0.6226415094339622, 0.2744858206782723, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1236769763231278, 8, 40, 0, 33, 0.5061728395061729, 0.4520547945205479, 1.0, 0.16666666666666666, 0.6226415094339622, 0.2744858206782723, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1256769763231278, 8, 40, 0, 33, 0.5061728395061729, 0.4520547945205479, 1.0, 0.16666666666666666, 0.6226415094339622, 0.2744858206782723, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1276769763231278, 8, 40, 0, 33, 0.5061728395061729, 0.4520547945205479, 1.0, 0.16666666666666666, 0.6226415094339622, 0.2744858206782723, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1296769763231278, 8, 40, 0, 33, 0.5061728395061729, 0.4520547945205479, 1.0, 0.16666666666666666, 0.6226415094339622, 0.2744858206782723, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1316769763231278, 8, 40, 0, 33, 0.5061728395061729, 0.4520547945205479, 1.0, 0.16666666666666666, 0.6226415094339622, 0.2744858206782723, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1336769763231278, 8, 40, 0, 33, 0.5061728395061729, 0.4520547945205479, 1.0, 0.16666666666666666, 0.6226415094339622, 0.2744858206782723, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1356769763231278, 9, 39, 0, 33, 0.5185185185185185, 0.4583333333333333, 1.0, 0.1875, 0.6285714285714286, 0.29315098498896436, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1376769763231278, 9, 39, 0, 33, 0.5185185185185185, 0.4583333333333333, 1.0, 0.1875, 0.6285714285714286, 0.29315098498896436, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1396769763231278, 10, 38, 0, 33, 0.5308641975308642, 0.4647887323943662, 1.0, 0.20833333333333334, 0.6346153846153846, 0.3111767759899395, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.1416769763231278, 10, 38, 0, 33, 0.5308641975308642, 0.4647887323943662, 1.0, 0.20833333333333334, 0.6346153846153846, 0.3111767759899395, 0.8813131313131313
2, 10, 5.4365604, 13.252617, 0.17117999999999967, 21.21918, 0.14367697632312781, 11, 37, 0, 33, 0.5432098765432098, 0.4714285714285714, 1.0, 0.22916666666666666, 0.6407766990291263, 0.3286878675669582, 0.8813131313131313
